GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,NAME,TRBL_CTA,TRBL_BGA,AMUFE001,AMUFE002,AMUFE003
"G1701770","2016-2020","IL",,,"Illinois","17","Stephenson County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17177","Stephenson County, Illinois",,,19741,13792,5949
"G1701790","2016-2020","IL",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17179","Tazewell County, Illinois",,,53997,41235,12762
"G1701810","2016-2020","IL",,,"Illinois","17","Union County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17181","Union County, Illinois",,,6813,5314,1499
"G1701830","2016-2020","IL",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17183","Vermilion County, Illinois",,,31013,21964,9049
"G1701850","2016-2020","IL",,,"Illinois","17","Wabash County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17185","Wabash County, Illinois",,,4780,3847,933
"G1701870","2016-2020","IL",,,"Illinois","17","Warren County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17187","Warren County, Illinois",,,6789,5120,1669
"G1701890","2016-2020","IL",,,"Illinois","17","Washington County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17189","Washington County, Illinois",,,6020,4747,1273
"G1701910","2016-2020","IL",,,"Illinois","17","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17191","Wayne County, Illinois",,,7114,5459,1655
"G1701930","2016-2020","IL",,,"Illinois","17","White County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17193","White County, Illinois",,,6040,4825,1215
"G1701950","2016-2020","IL",,,"Illinois","17","Whiteside County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17195","Whiteside County, Illinois",,,23225,17264,5961
"G1701970","2016-2020","IL",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17197","Will County, Illinois",,,232395,189122,43273
"G1701990","2016-2020","IL",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17199","Williamson County, Illinois",,,27937,19712,8225
"G1702010","2016-2020","IL",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17201","Winnebago County, Illinois",,,115768,75877,39891
"G1702030","2016-2020","IL",,,"Illinois","17","Woodford County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17203","Woodford County, Illinois",,,14652,11807,2845
"G1800010","2016-2020","IN",,,"Indiana","18","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18001","Adams County, Indiana",,,12512,9739,2773
"G1800030","2016-2020","IN",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18003","Allen County, Indiana",,,147043,100935,46108
"G1800050","2016-2020","IN",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18005","Bartholomew County, Indiana",,,31772,22529,9243
"G1800070","2016-2020","IN",,,"Indiana","18","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18007","Benton County, Indiana",,,3435,2546,889
"G1800090","2016-2020","IN",,,"Indiana","18","Blackford County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18009","Blackford County, Indiana",,,5105,3676,1429
"G1800110","2016-2020","IN",,,"Indiana","18","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18011","Boone County, Indiana",,,25822,20293,5529
"G1800130","2016-2020","IN",,,"Indiana","18","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18013","Brown County, Indiana",,,6372,5439,933
"G1800150","2016-2020","IN",,,"Indiana","18","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18015","Carroll County, Indiana",,,8123,6437,1686
"G1800170","2016-2020","IN",,,"Indiana","18","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18017","Cass County, Indiana",,,14950,10978,3972
"G1800190","2016-2020","IN",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18019","Clark County, Indiana",,,45024,32683,12341
"G1800210","2016-2020","IN",,,"Indiana","18","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18021","Clay County, Indiana",,,10454,8190,2264
"G1800230","2016-2020","IN",,,"Indiana","18","Clinton County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18023","Clinton County, Indiana",,,12144,8511,3633
"G1800250","2016-2020","IN",,,"Indiana","18","Crawford County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18025","Crawford County, Indiana",,,4117,3384,733
"G1800270","2016-2020","IN",,,"Indiana","18","Daviess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18027","Daviess County, Indiana",,,11354,7985,3369
"G1800290","2016-2020","IN",,,"Indiana","18","Dearborn County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18029","Dearborn County, Indiana",,,19279,15684,3595
"G1800310","2016-2020","IN",,,"Indiana","18","Decatur County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18031","Decatur County, Indiana",,,10241,7211,3030
"G1800330","2016-2020","IN",,,"Indiana","18","DeKalb County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18033","DeKalb County, Indiana",,,16904,13388,3516
"G1800350","2016-2020","IN",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18035","Delaware County, Indiana",,,46632,30058,16574
"G1800370","2016-2020","IN",,,"Indiana","18","Dubois County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18037","Dubois County, Indiana",,,16691,13124,3567
"G1800390","2016-2020","IN",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18039","Elkhart County, Indiana",,,72362,50964,21398
"G1800410","2016-2020","IN",,,"Indiana","18","Fayette County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18041","Fayette County, Indiana",,,9686,6686,3000
"G1800430","2016-2020","IN",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18043","Floyd County, Indiana",,,29264,21752,7512
"G1800450","2016-2020","IN",,,"Indiana","18","Fountain County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18045","Fountain County, Indiana",,,6982,5178,1804
"G1800470","2016-2020","IN",,,"Indiana","18","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18047","Franklin County, Indiana",,,8867,7224,1643
"G1800490","2016-2020","IN",,,"Indiana","18","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18049","Fulton County, Indiana",,,7840,5978,1862
"G1800510","2016-2020","IN",,,"Indiana","18","Gibson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18051","Gibson County, Indiana",,,13551,10223,3328
"G1800530","2016-2020","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18053","Grant County, Indiana",,,26896,18713,8183
"G1800550","2016-2020","IN",,,"Indiana","18","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18055","Greene County, Indiana",,,12988,10187,2801
"G1800570","2016-2020","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18057","Hamilton County, Indiana",,,123066,94391,28675
"G1800590","2016-2020","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18059","Hancock County, Indiana",,,29627,23731,5896
"G1800610","2016-2020","IN",,,"Indiana","18","Harrison County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18061","Harrison County, Indiana",,,14534,12082,2452
"G1800630","2016-2020","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18063","Hendricks County, Indiana",,,60307,47287,13020
"G1800650","2016-2020","IN",,,"Indiana","18","Henry County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18065","Henry County, Indiana",,,18387,13686,4701
"G1800670","2016-2020","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18067","Howard County, Indiana",,,34632,24980,9652
"G1800690","2016-2020","IN",,,"Indiana","18","Huntington County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18069","Huntington County, Indiana",,,14790,11161,3629
"G1800710","2016-2020","IN",,,"Indiana","18","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18071","Jackson County, Indiana",,,16923,12001,4922
"G1800730","2016-2020","IN",,,"Indiana","18","Jasper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18073","Jasper County, Indiana",,,12676,9853,2823
"G1800750","2016-2020","IN",,,"Indiana","18","Jay County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18075","Jay County, Indiana",,,8293,6238,2055
"G1800770","2016-2020","IN",,,"Indiana","18","Jefferson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18077","Jefferson County, Indiana",,,12833,8889,3944
"G1800790","2016-2020","IN",,,"Indiana","18","Jennings County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18079","Jennings County, Indiana",,,10776,8357,2419
"G1800810","2016-2020","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18081","Johnson County, Indiana",,,57872,42131,15741
"G1800830","2016-2020","IN",,,"Indiana","18","Knox County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18083","Knox County, Indiana",,,15186,9549,5637
"G1800850","2016-2020","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18085","Kosciusko County, Indiana",,,31462,23504,7958
"G1800870","2016-2020","IN",,,"Indiana","18","LaGrange County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18087","LaGrange County, Indiana",,,12547,10596,1951
"G1800890","2016-2020","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18089","Lake County, Indiana",,,188646,132172,56474
"G1800910","2016-2020","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18091","LaPorte County, Indiana",,,42725,31297,11428
"G1800930","2016-2020","IN",,,"Indiana","18","Lawrence County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18093","Lawrence County, Indiana",,,18968,15110,3858
"G1800950","2016-2020","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18095","Madison County, Indiana",,,51276,35418,15858
"G1800970","2016-2020","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18097","Marion County, Indiana",,,377695,206070,171625
"G1800990","2016-2020","IN",,,"Indiana","18","Marshall County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18099","Marshall County, Indiana",,,17430,13061,4369
"G1801010","2016-2020","IN",,,"Indiana","18","Martin County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18101","Martin County, Indiana",,,4095,3226,869
"G1801030","2016-2020","IN",,,"Indiana","18","Miami County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18103","Miami County, Indiana",,,13531,9789,3742
"G1801050","2016-2020","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18105","Monroe County, Indiana",,,56399,31146,25253
"G1801070","2016-2020","IN",,,"Indiana","18","Montgomery County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18107","Montgomery County, Indiana",,,15618,11632,3986
"G1801090","2016-2020","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18109","Morgan County, Indiana",,,26460,20965,5495
"G1801110","2016-2020","IN",,,"Indiana","18","Newton County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18111","Newton County, Indiana",,,5599,4511,1088
"G1801130","2016-2020","IN",,,"Indiana","18","Noble County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18113","Noble County, Indiana",,,18133,13852,4281
"G1801150","2016-2020","IN",,,"Indiana","18","Ohio County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18115","Ohio County, Indiana",,,2623,2000,623
"G1801170","2016-2020","IN",,,"Indiana","18","Orange County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18117","Orange County, Indiana",,,7988,6011,1977
"G1801190","2016-2020","IN",,,"Indiana","18","Owen County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18119","Owen County, Indiana",,,8830,6853,1977
"G1801210","2016-2020","IN",,,"Indiana","18","Parke County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18121","Parke County, Indiana",,,6005,4751,1254
"G1801230","2016-2020","IN",,,"Indiana","18","Perry County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18123","Perry County, Indiana",,,7713,5777,1936
"G1801250","2016-2020","IN",,,"Indiana","18","Pike County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18125","Pike County, Indiana",,,5294,4460,834
"G1801270","2016-2020","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",,,65153,48788,16365
"G1801290","2016-2020","IN",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18129","Posey County, Indiana",,,10361,8343,2018
"G1801310","2016-2020","IN",,,"Indiana","18","Pulaski County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18131","Pulaski County, Indiana",,,5113,3779,1334
"G1801330","2016-2020","IN",,,"Indiana","18","Putnam County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18133","Putnam County, Indiana",,,13651,10108,3543
"G1801350","2016-2020","IN",,,"Indiana","18","Randolph County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18135","Randolph County, Indiana",,,10358,8135,2223
"G1801370","2016-2020","IN",,,"Indiana","18","Ripley County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18137","Ripley County, Indiana",,,11243,8546,2697
"G1801390","2016-2020","IN",,,"Indiana","18","Rush County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18139","Rush County, Indiana",,,6648,4559,2089
"G1801410","2016-2020","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",,,104380,70887,33493
"G1801430","2016-2020","IN",,,"Indiana","18","Scott County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18143","Scott County, Indiana",,,9228,6205,3023
"G1801450","2016-2020","IN",,,"Indiana","18","Shelby County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18145","Shelby County, Indiana",,,17902,13100,4802
"G1801470","2016-2020","IN",,,"Indiana","18","Spencer County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18147","Spencer County, Indiana",,,8321,6625,1696
"G1801490","2016-2020","IN",,,"Indiana","18","Starke County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18149","Starke County, Indiana",,,8490,6958,1532
"G1801510","2016-2020","IN",,,"Indiana","18","Steuben County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18151","Steuben County, Indiana",,,14449,11377,3072
"G1801530","2016-2020","IN",,,"Indiana","18","Sullivan County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18153","Sullivan County, Indiana",,,7806,5909,1897
"G1801550","2016-2020","IN",,,"Indiana","18","Switzerland County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18155","Switzerland County, Indiana",,,4430,3448,982
"G1801570","2016-2020","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",,,71686,39564,32122
"G1801590","2016-2020","IN",,,"Indiana","18","Tipton County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18159","Tipton County, Indiana",,,6360,5202,1158
"G1801610","2016-2020","IN",,,"Indiana","18","Union County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18161","Union County, Indiana",,,2848,2174,674
"G1801630","2016-2020","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",,,76094,49328,26766
"G1801650","2016-2020","IN",,,"Indiana","18","Vermillion County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18165","Vermillion County, Indiana",,,6557,4939,1618
"G1801670","2016-2020","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",,,42657,27045,15612
"G1801690","2016-2020","IN",,,"Indiana","18","Wabash County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18169","Wabash County, Indiana",,,12705,9653,3052
"G1801710","2016-2020","IN",,,"Indiana","18","Warren County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18171","Warren County, Indiana",,,3383,2763,620
"G1801730","2016-2020","IN",,,"Indiana","18","Warrick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18173","Warrick County, Indiana",,,24607,20046,4561
"G1801750","2016-2020","IN",,,"Indiana","18","Washington County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18175","Washington County, Indiana",,,10820,8699,2121
"G1801770","2016-2020","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",,,27435,18320,9115
"G1801790","2016-2020","IN",,,"Indiana","18","Wells County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18179","Wells County, Indiana",,,11122,8613,2509
"G1801810","2016-2020","IN",,,"Indiana","18","White County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18181","White County, Indiana",,,9792,7690,2102
"G1801830","2016-2020","IN",,,"Indiana","18","Whitley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18183","Whitley County, Indiana",,,13822,11258,2564
"G1900010","2016-2020","IA",,,"Iowa","19","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19001","Adair County, Iowa",,,3217,2250,967
"G1900030","2016-2020","IA",,,"Iowa","19","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19003","Adams County, Iowa",,,1627,1315,312
"G1900050","2016-2020","IA",,,"Iowa","19","Allamakee County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19005","Allamakee County, Iowa",,,5947,4764,1183
"G1900070","2016-2020","IA",,,"Iowa","19","Appanoose County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19007","Appanoose County, Iowa",,,5196,3762,1434
"G1900090","2016-2020","IA",,,"Iowa","19","Audubon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19009","Audubon County, Iowa",,,2691,2019,672
"G1900110","2016-2020","IA",,,"Iowa","19","Benton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19011","Benton County, Iowa",,,10306,8433,1873
"G1900130","2016-2020","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",,,53321,34990,18331
"G1900150","2016-2020","IA",,,"Iowa","19","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19015","Boone County, Iowa",,,10801,8444,2357
"G1900170","2016-2020","IA",,,"Iowa","19","Bremer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19017","Bremer County, Iowa",,,9680,8046,1634
"G1900190","2016-2020","IA",,,"Iowa","19","Buchanan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19019","Buchanan County, Iowa",,,8027,6422,1605
"G1900210","2016-2020","IA",,,"Iowa","19","Buena Vista County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19021","Buena Vista County, Iowa",,,7584,4893,2691
"G1900230","2016-2020","IA",,,"Iowa","19","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19023","Butler County, Iowa",,,6153,4756,1397
"G1900250","2016-2020","IA",,,"Iowa","19","Calhoun County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19025","Calhoun County, Iowa",,,4103,3229,874
"G1900270","2016-2020","IA",,,"Iowa","19","Carroll County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19027","Carroll County, Iowa",,,8651,6590,2061
"G1900290","2016-2020","IA",,,"Iowa","19","Cass County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19029","Cass County, Iowa",,,5901,4289,1612
"G1900310","2016-2020","IA",,,"Iowa","19","Cedar County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19031","Cedar County, Iowa",,,7472,6008,1464
"G1900330","2016-2020","IA",,,"Iowa","19","Cerro Gordo County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19033","Cerro Gordo County, Iowa",,,19452,13534,5918
"G1900350","2016-2020","IA",,,"Iowa","19","Cherokee County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19035","Cherokee County, Iowa",,,5297,3906,1391
"G1900370","2016-2020","IA",,,"Iowa","19","Chickasaw County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19037","Chickasaw County, Iowa",,,5107,4191,916
"G1900390","2016-2020","IA",,,"Iowa","19","Clarke County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19039","Clarke County, Iowa",,,3950,2736,1214
"G1900410","2016-2020","IA",,,"Iowa","19","Clay County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19041","Clay County, Iowa",,,7381,4983,2398
"G1900430","2016-2020","IA",,,"Iowa","19","Clayton County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19043","Clayton County, Iowa",,,7563,5550,2013
"G1900450","2016-2020","IA",,,"Iowa","19","Clinton County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19045","Clinton County, Iowa",,,19477,14441,5036
"G1900470","2016-2020","IA",,,"Iowa","19","Crawford County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19047","Crawford County, Iowa",,,6388,4433,1955
"G1900490","2016-2020","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",,,35383,25550,9833
"G1900510","2016-2020","IA",,,"Iowa","19","Davis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19051","Davis County, Iowa",,,3182,2693,489
"G1900530","2016-2020","IA",,,"Iowa","19","Decatur County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19053","Decatur County, Iowa",,,3242,2095,1147
"G1900550","2016-2020","IA",,,"Iowa","19","Delaware County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19055","Delaware County, Iowa",,,6915,5735,1180
"G1900570","2016-2020","IA",,,"Iowa","19","Des Moines County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19057","Des Moines County, Iowa",,,16850,11739,5111
"G1900590","2016-2020","IA",,,"Iowa","19","Dickinson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19059","Dickinson County, Iowa",,,8479,6602,1877
"G1900610","2016-2020","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",,,38655,28382,10273
"G1900630","2016-2020","IA",,,"Iowa","19","Emmet County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19063","Emmet County, Iowa",,,4023,3172,851
"G1900650","2016-2020","IA",,,"Iowa","19","Fayette County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19065","Fayette County, Iowa",,,8215,6094,2121
"G1900670","2016-2020","IA",,,"Iowa","19","Floyd County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19067","Floyd County, Iowa",,,6899,5051,1848
"G1900690","2016-2020","IA",,,"Iowa","19","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19069","Franklin County, Iowa",,,4195,2956,1239
